periodyear,edr,key,value,quarter,year.quarter,planning.region
2018,EDR 5 - North Central,avg_estab,5070,4,2018.4,Northwest
2017,EDR 5 - North Central,avg_estab,4930,4,2017.4,Northwest
2016,EDR 5 - North Central,avg_estab,4737,4,2016.4,Northwest
2015,EDR 5 - North Central,avg_estab,4672,4,2015.4,Northwest
2014,EDR 5 - North Central,avg_estab,4820,4,2014.4,Northwest
2013,EDR 5 - North Central,avg_estab,4798,4,2013.4,Northwest
2012,EDR 5 - North Central,avg_estab,4847,4,2012.4,Northwest
2020,EDR 6E- Southwest Central,avg_estab,3638,4,2020.4,Central
2019,EDR 6E- Southwest Central,avg_estab,3603,4,2019.4,Central
2018,EDR 6E- Southwest Central,avg_estab,3601,4,2018.4,Central
2017,EDR 6E- Southwest Central,avg_estab,3481,4,2017.4,Central
2016,EDR 6E- Southwest Central,avg_estab,3365,4,2016.4,Central
2015,EDR 6E- Southwest Central,avg_estab,3339,4,2015.4,Central
2014,EDR 6E- Southwest Central,avg_estab,3464,4,2014.4,Central
2013,EDR 6E- Southwest Central,avg_estab,3495,4,2013.4,Central
2012,EDR 6E- Southwest Central,avg_estab,3533,4,2012.4,Central
2020,EDR 6W- Upper Minnesota Valley,avg_estab,1572,4,2020.4,Southwest
2019,EDR 6W- Upper Minnesota Valley,avg_estab,1574,4,2019.4,Southwest
2018,EDR 6W- Upper Minnesota Valley,avg_estab,1580,4,2018.4,Southwest
2017,EDR 6W- Upper Minnesota Valley,avg_estab,1542,4,2017.4,Southwest
2016,EDR 6W- Upper Minnesota Valley,avg_estab,1525,4,2016.4,Southwest
2015,EDR 6W- Upper Minnesota Valley,avg_estab,1493,4,2015.4,Southwest
2014,EDR 6W- Upper Minnesota Valley,avg_estab,1525,4,2014.4,Southwest
2013,EDR 6W- Upper Minnesota Valley,avg_estab,1537,4,2013.4,Southwest
2012,EDR 6W- Upper Minnesota Valley,avg_estab,1574,4,2012.4,Southwest
2020,EDR 7E- East Central,avg_estab,3898,4,2020.4,Central
2019,EDR 7E- East Central,avg_estab,3795,4,2019.4,Central
2018,EDR 7E- East Central,avg_estab,3720,4,2018.4,Central
2017,EDR 7E- East Central,avg_estab,3578,4,2017.4,Central
2016,EDR 7E- East Central,avg_estab,3411,4,2016.4,Central
2015,EDR 7E- East Central,avg_estab,3336,4,2015.4,Central
2014,EDR 7E- East Central,avg_estab,3454,4,2014.4,Central
2013,EDR 7E- East Central,avg_estab,3481,4,2013.4,Central
2012,EDR 7E- East Central,avg_estab,3495,4,2012.4,Central
2020,EDR 7W- Central,avg_estab,11292,4,2020.4,Central
2019,EDR 7W- Central,avg_estab,11049,4,2019.4,Central
2018,EDR 7W- Central,avg_estab,10817,4,2018.4,Central
2017,EDR 7W- Central,avg_estab,10432,4,2017.4,Central
2016,EDR 7W- Central,avg_estab,9959,4,2016.4,Central
2015,EDR 7W- Central,avg_estab,9830,4,2015.4,Central
2014,EDR 7W- Central,avg_estab,10016,4,2014.4,Central
2013,EDR 7W- Central,avg_estab,10065,4,2013.4,Central
2012,EDR 7W- Central,avg_estab,10070,4,2012.4,Central
2020,EDR 8 - Southwest,avg_estab,4037,4,2020.4,Southwest
2019,EDR 8 - Southwest,avg_estab,3986,4,2019.4,Southwest
2018,EDR 8 - Southwest,avg_estab,4015,4,2018.4,Southwest
2017,EDR 8 - Southwest,avg_estab,3927,4,2017.4,Southwest
2016,EDR 8 - Southwest,avg_estab,3843,4,2016.4,Southwest
2015,EDR 8 - Southwest,avg_estab,3831,4,2015.4,Southwest
2014,EDR 8 - Southwest,avg_estab,3925,4,2014.4,Southwest
2013,EDR 8 - Southwest,avg_estab,3943,4,2013.4,Southwest
2012,EDR 8 - Southwest,avg_estab,3991,4,2012.4,Southwest
2020,EDR 9 - South Central,avg_estab,6976,4,2020.4,Southwest
2019,EDR 9 - South Central,avg_estab,6867,4,2019.4,Southwest
2018,EDR 9 - South Central,avg_estab,6807,4,2018.4,Southwest
2017,EDR 9 - South Central,avg_estab,6657,4,2017.4,Southwest
2016,EDR 9 - South Central,avg_estab,6412,4,2016.4,Southwest
2015,EDR 9 - South Central,avg_estab,6336,4,2015.4,Southwest
2014,EDR 9 - South Central,avg_estab,6453,4,2014.4,Southwest
2013,EDR 9 - South Central,avg_estab,6472,4,2013.4,Southwest
2012,EDR 9 - South Central,avg_estab,6547,4,2012.4,Southwest
2020,EDR 10 - Southeast,avg_estab,13119,4,2020.4,Southeast
2019,EDR 10 - Southeast,avg_estab,12841,4,2019.4,Southeast
2018,EDR 10 - Southeast,avg_estab,12697,4,2018.4,Southeast
2017,EDR 10 - Southeast,avg_estab,12253,4,2017.4,Southeast
2016,EDR 10 - Southeast,avg_estab,11806,4,2016.4,Southeast
2015,EDR 10 - Southeast,avg_estab,11687,4,2015.4,Southeast
2014,EDR 10 - Southeast,avg_estab,11988,4,2014.4,Southeast
2013,EDR 10 - Southeast,avg_estab,12111,4,2013.4,Southeast
2012,EDR 10 - Southeast,avg_estab,12146,4,2012.4,Southeast
2020,EDR 11 - 7 County Twin Cities,avg_estab,88575,4,2020.4,Seven County Mpls-St Paul
2019,EDR 11 - 7 County Twin Cities,avg_estab,86236,4,2019.4,Seven County Mpls-St Paul
2018,EDR 11 - 7 County Twin Cities,avg_estab,84683,4,2018.4,Seven County Mpls-St Paul
2017,EDR 11 - 7 County Twin Cities,avg_estab,81046,4,2017.4,Seven County Mpls-St Paul
2016,EDR 11 - 7 County Twin Cities,avg_estab,76850,4,2016.4,Seven County Mpls-St Paul
2015,EDR 11 - 7 County Twin Cities,avg_estab,75467,4,2015.4,Seven County Mpls-St Paul
2014,EDR 11 - 7 County Twin Cities,avg_estab,77881,4,2014.4,Seven County Mpls-St Paul
2013,EDR 11 - 7 County Twin Cities,avg_estab,78207,4,2013.4,Seven County Mpls-St Paul
2012,EDR 11 - 7 County Twin Cities,avg_estab,78850,4,2012.4,Seven County Mpls-St Paul
2021,EDR 1 - Northwest,totwage,444766875,1,2021.1,Northwest
2020,EDR 1 - Northwest,totwage,417752010,1,2020.1,Northwest
2019,EDR 1 - Northwest,totwage,400030689,1,2019.1,Northwest
2018,EDR 1 - Northwest,totwage,402190567,1,2018.1,Northwest
2017,EDR 1 - Northwest,totwage,376520647,1,2017.1,Northwest
2016,EDR 1 - Northwest,totwage,354324182,1,2016.1,Northwest
2015,EDR 1 - Northwest,totwage,355999102,1,2015.1,Northwest
2014,EDR 1 - Northwest,totwage,357245296,1,2014.1,Northwest
2013,EDR 1 - Northwest,totwage,337380652,1,2013.1,Northwest
2012,EDR 1 - Northwest,totwage,354918265,1,2012.1,Northwest
2021,EDR 2 - Headwaters,totwage,335000033,1,2021.1,Northwest
2020,EDR 2 - Headwaters,totwage,331658357,1,2020.1,Northwest
2019,EDR 2 - Headwaters,totwage,321420268,1,2019.1,Northwest
2018,EDR 2 - Headwaters,totwage,312590860,1,2018.1,Northwest
2017,EDR 2 - Headwaters,totwage,298199479,1,2017.1,Northwest
2016,EDR 2 - Headwaters,totwage,272442628,1,2016.1,Northwest
2015,EDR 2 - Headwaters,totwage,265167848,1,2015.1,Northwest
2014,EDR 2 - Headwaters,totwage,248376774,1,2014.1,Northwest
2013,EDR 2 - Headwaters,totwage,238942722,1,2013.1,Northwest
2012,EDR 2 - Headwaters,totwage,225604446,1,2012.1,Northwest
2021,EDR 3 - Arrowhead,totwage,1572345273,1,2021.1,Northeast
2020,EDR 3 - Arrowhead,totwage,1644644548,1,2020.1,Northeast
2019,EDR 3 - Arrowhead,totwage,1618836280,1,2019.1,Northeast
2018,EDR 3 - Arrowhead,totwage,1551148406,1,2018.1,Northeast
2017,EDR 3 - Arrowhead,totwage,1478191415,1,2017.1,Northeast
2016,EDR 3 - Arrowhead,totwage,1373151496,1,2016.1,Northeast
2015,EDR 3 - Arrowhead,totwage,1451929521,1,2015.1,Northeast
2014,EDR 3 - Arrowhead,totwage,1397074587,1,2014.1,Northeast
2013,EDR 3 - Arrowhead,totwage,1354954113,1,2013.1,Northeast
2012,EDR 3 - Arrowhead,totwage,1308366563,1,2012.1,Northeast
2021,EDR 4 - West Central,totwage,935619538,1,2021.1,Northwest
2020,EDR 4 - West Central,totwage,935641348,1,2020.1,Northwest
2019,EDR 4 - West Central,totwage,903277513,1,2019.1,Northwest
2018,EDR 4 - West Central,totwage,878213703,1,2018.1,Northwest
2017,EDR 4 - West Central,totwage,840800055,1,2017.1,Northwest
2016,EDR 4 - West Central,totwage,780873919,1,2016.1,Northwest
2015,EDR 4 - West Central,totwage,772331185,1,2015.1,Northwest
2014,EDR 4 - West Central,totwage,737651221,1,2014.1,Northwest
2013,EDR 4 - West Central,totwage,708595417,1,2013.1,Northwest
2012,EDR 4 - West Central,totwage,673777937,1,2012.1,Northwest
2021,EDR 5 - North Central,totwage,676852183,1,2021.1,Northwest
2020,EDR 5 - North Central,totwage,606934726,1,2020.1,Northwest
2019,EDR 5 - North Central,totwage,578673819,1,2019.1,Northwest
2018,EDR 5 - North Central,totwage,564133194,1,2018.1,Northwest
2017,EDR 5 - North Central,totwage,544401706,1,2017.1,Northwest
2016,EDR 5 - North Central,totwage,506104211,1,2016.1,Northwest
2015,EDR 5 - North Central,totwage,487050619,1,2015.1,Northwest
2014,EDR 5 - North Central,totwage,466911087,1,2014.1,Northwest
2013,EDR 5 - North Central,totwage,449906875,1,2013.1,Northwest
2012,EDR 5 - North Central,totwage,434709914,1,2012.1,Northwest
2021,EDR 6E- Southwest Central,totwage,539814723,1,2021.1,Central
2020,EDR 6E- Southwest Central,totwage,548954352,1,2020.1,Central
2019,EDR 6E- Southwest Central,totwage,540797300,1,2019.1,Central
2018,EDR 6E- Southwest Central,totwage,536446327,1,2018.1,Central
2017,EDR 6E- Southwest Central,totwage,521123574,1,2017.1,Central
2016,EDR 6E- Southwest Central,totwage,477424628,1,2016.1,Central
2015,EDR 6E- Southwest Central,totwage,482407046,1,2015.1,Central
2014,EDR 6E- Southwest Central,totwage,453943887,1,2014.1,Central
2013,EDR 6E- Southwest Central,totwage,431945291,1,2013.1,Central
2012,EDR 6E- Southwest Central,totwage,427566254,1,2012.1,Central
2021,EDR 6W- Upper Minnesota Valley,totwage,160570561,1,2021.1,Southwest
2020,EDR 6W- Upper Minnesota Valley,totwage,161108628,1,2020.1,Southwest
2019,EDR 6W- Upper Minnesota Valley,totwage,160349654,1,2019.1,Southwest
2018,EDR 6W- Upper Minnesota Valley,totwage,162027062,1,2018.1,Southwest
2017,EDR 6W- Upper Minnesota Valley,totwage,154532888,1,2017.1,Southwest
2016,EDR 6W- Upper Minnesota Valley,totwage,143396483,1,2016.1,Southwest
2015,EDR 6W- Upper Minnesota Valley,totwage,145074179,1,2015.1,Southwest
2014,EDR 6W- Upper Minnesota Valley,totwage,141555442,1,2014.1,Southwest
2013,EDR 6W- Upper Minnesota Valley,totwage,136563839,1,2013.1,Southwest
2012,EDR 6W- Upper Minnesota Valley,totwage,144216315,1,2012.1,Southwest
2021,EDR 7E- East Central,totwage,503913486,1,2021.1,Central
2020,EDR 7E- East Central,totwage,492764846,1,2020.1,Central
2019,EDR 7E- East Central,totwage,470249470,1,2019.1,Central
2018,EDR 7E- East Central,totwage,459918398,1,2018.1,Central
2017,EDR 7E- East Central,totwage,442284784,1,2017.1,Central
2016,EDR 7E- East Central,totwage,410670800,1,2016.1,Central
2015,EDR 7E- East Central,totwage,405309393,1,2015.1,Central
2014,EDR 7E- East Central,totwage,370987449,1,2014.1,Central
2013,EDR 7E- East Central,totwage,359244148,1,2013.1,Central
2012,EDR 7E- East Central,totwage,350007892,1,2012.1,Central
2021,EDR 7W- Central,totwage,2084704214,1,2021.1,Central
2020,EDR 7W- Central,totwage,2086605086,1,2020.1,Central
2019,EDR 7W- Central,totwage,1970715449,1,2019.1,Central
2018,EDR 7W- Central,totwage,1929896883,1,2018.1,Central
2017,EDR 7W- Central,totwage,1871124857,1,2017.1,Central
2016,EDR 7W- Central,totwage,1682203043,1,2016.1,Central
2015,EDR 7W- Central,totwage,1620910109,1,2015.1,Central
2014,EDR 7W- Central,totwage,1530952526,1,2014.1,Central
2013,EDR 7W- Central,totwage,1468689552,1,2013.1,Central
2012,EDR 7W- Central,totwage,1418763413,1,2012.1,Central
2021,EDR 8 - Southwest,totwage,582350128,1,2021.1,Southwest
2020,EDR 8 - Southwest,totwage,577309831,1,2020.1,Southwest
2019,EDR 8 - Southwest,totwage,550585755,1,2019.1,Southwest
2018,EDR 8 - Southwest,totwage,533270409,1,2018.1,Southwest
2017,EDR 8 - Southwest,totwage,534110394,1,2017.1,Southwest
2016,EDR 8 - Southwest,totwage,487504676,1,2016.1,Southwest
2015,EDR 8 - Southwest,totwage,494242532,1,2015.1,Southwest
2014,EDR 8 - Southwest,totwage,463176788,1,2014.1,Southwest
2013,EDR 8 - Southwest,totwage,451738867,1,2013.1,Southwest
2012,EDR 8 - Southwest,totwage,437616399,1,2012.1,Southwest
2021,EDR 9 - South Central,totwage,1121948568,1,2021.1,Southwest
2020,EDR 9 - South Central,totwage,1147328374,1,2020.1,Southwest
2019,EDR 9 - South Central,totwage,1110168222,1,2019.1,Southwest
2018,EDR 9 - South Central,totwage,1095781792,1,2018.1,Southwest
2017,EDR 9 - South Central,totwage,1068525176,1,2017.1,Southwest
2016,EDR 9 - South Central,totwage,967589325,1,2016.1,Southwest
2015,EDR 9 - South Central,totwage,959412259,1,2015.1,Southwest
2014,EDR 9 - South Central,totwage,911176312,1,2014.1,Southwest
2013,EDR 9 - South Central,totwage,875662460,1,2013.1,Southwest
2012,EDR 9 - South Central,totwage,860656398,1,2012.1,Southwest
2021,EDR 10 - Southeast,totwage,3259485584,1,2021.1,Southeast
2020,EDR 10 - Southeast,totwage,3254896439,1,2020.1,Southeast
2019,EDR 10 - Southeast,totwage,3167805001,1,2019.1,Southeast
2018,EDR 10 - Southeast,totwage,3190061805,1,2018.1,Southeast
2017,EDR 10 - Southeast,totwage,3055183920,1,2017.1,Southeast
2016,EDR 10 - Southeast,totwage,2860657323,1,2016.1,Southeast
2015,EDR 10 - Southeast,totwage,2742624991,1,2015.1,Southeast
2014,EDR 10 - Southeast,totwage,2558227386,1,2014.1,Southeast
2013,EDR 10 - Southeast,totwage,2488183456,1,2013.1,Southeast
2012,EDR 10 - Southeast,totwage,2432881748,1,2012.1,Southeast
2021,EDR 11 - 7 County Twin Cities,totwage,30909428003,1,2021.1,Seven County Mpls-St Paul
2020,EDR 11 - 7 County Twin Cities,totwage,31947838063,1,2020.1,Seven County Mpls-St Paul
2019,EDR 11 - 7 County Twin Cities,totwage,31139913800,1,2019.1,Seven County Mpls-St Paul
2018,EDR 11 - 7 County Twin Cities,totwage,30202921101,1,2018.1,Seven County Mpls-St Paul
2017,EDR 11 - 7 County Twin Cities,totwage,29303059260,1,2017.1,Seven County Mpls-St Paul
2016,EDR 11 - 7 County Twin Cities,totwage,26400906420,1,2016.1,Seven County Mpls-St Paul
2015,EDR 11 - 7 County Twin Cities,totwage,26422255461,1,2015.1,Seven County Mpls-St Paul
2014,EDR 11 - 7 County Twin Cities,totwage,24879678871,1,2014.1,Seven County Mpls-St Paul
2013,EDR 11 - 7 County Twin Cities,totwage,23758817886,1,2013.1,Seven County Mpls-St Paul
2012,EDR 11 - 7 County Twin Cities,totwage,23083039503,1,2012.1,Seven County Mpls-St Paul
2021,EDR 1 - Northwest,totwage,426158717,2,2021.2,Northwest
2020,EDR 1 - Northwest,totwage,371682133,2,2020.2,Northwest
2019,EDR 1 - Northwest,totwage,390847909,2,2019.2,Northwest
2018,EDR 1 - Northwest,totwage,397344696,2,2018.2,Northwest
2017,EDR 1 - Northwest,totwage,379321612,2,2017.2,Northwest
2016,EDR 1 - Northwest,totwage,362561315,2,2016.2,Northwest
2015,EDR 1 - Northwest,totwage,353575485,2,2015.2,Northwest
2014,EDR 1 - Northwest,totwage,362870786,2,2014.2,Northwest
2013,EDR 1 - Northwest,totwage,346434516,2,2013.2,Northwest
2012,EDR 1 - Northwest,totwage,329344190,2,2012.2,Northwest
2021,EDR 2 - Headwaters,totwage,370508245,2,2021.2,Northwest
2020,EDR 2 - Headwaters,totwage,329568024,2,2020.2,Northwest
2019,EDR 2 - Headwaters,totwage,341173018,2,2019.2,Northwest
2018,EDR 2 - Headwaters,totwage,324178081,2,2018.2,Northwest
2017,EDR 2 - Headwaters,totwage,309606429,2,2017.2,Northwest
2016,EDR 2 - Headwaters,totwage,292168898,2,2016.2,Northwest
2015,EDR 2 - Headwaters,totwage,280073401,2,2015.2,Northwest
2014,EDR 2 - Headwaters,totwage,259850835,2,2014.2,Northwest
2013,EDR 2 - Headwaters,totwage,249133588,2,2013.2,Northwest
2012,EDR 2 - Headwaters,totwage,239392801,2,2012.2,Northwest
2021,EDR 3 - Arrowhead,totwage,1717640199,2,2021.2,Northeast
2020,EDR 3 - Arrowhead,totwage,1521431122,2,2020.2,Northeast
2019,EDR 3 - Arrowhead,totwage,1664624996,2,2019.2,Northeast
2018,EDR 3 - Arrowhead,totwage,1606823303,2,2018.2,Northeast
2017,EDR 3 - Arrowhead,totwage,1545718555,2,2017.2,Northeast
2016,EDR 3 - Arrowhead,totwage,1420008142,2,2016.2,Northeast
2015,EDR 3 - Arrowhead,totwage,1432521179,2,2015.2,Northeast
2014,EDR 3 - Arrowhead,totwage,1367741388,2,2014.2,Northeast
2013,EDR 3 - Arrowhead,totwage,1350509061,2,2013.2,Northeast
2012,EDR 3 - Arrowhead,totwage,1287027764,2,2012.2,Northeast
2021,EDR 4 - West Central,totwage,1035237885,2,2021.2,Northwest
2020,EDR 4 - West Central,totwage,937973869,2,2020.2,Northwest
2019,EDR 4 - West Central,totwage,953044603,2,2019.2,Northwest
2018,EDR 4 - West Central,totwage,925692844,2,2018.2,Northwest
2017,EDR 4 - West Central,totwage,883134395,2,2017.2,Northwest
2016,EDR 4 - West Central,totwage,844746712,2,2016.2,Northwest
2015,EDR 4 - West Central,totwage,804973240,2,2015.2,Northwest
2014,EDR 4 - West Central,totwage,771681815,2,2014.2,Northwest
2013,EDR 4 - West Central,totwage,735034472,2,2013.2,Northwest
2012,EDR 4 - West Central,totwage,708233294,2,2012.2,Northwest
2021,EDR 5 - North Central,totwage,709601561,2,2021.2,Northwest
2020,EDR 5 - North Central,totwage,601633659,2,2020.2,Northwest
2019,EDR 5 - North Central,totwage,625920778,2,2019.2,Northwest
2018,EDR 5 - North Central,totwage,606464514,2,2018.2,Northwest
2017,EDR 5 - North Central,totwage,586289743,2,2017.2,Northwest
2016,EDR 5 - North Central,totwage,557442849,2,2016.2,Northwest
2015,EDR 5 - North Central,totwage,525562196,2,2015.2,Northwest
2014,EDR 5 - North Central,totwage,501494170,2,2014.2,Northwest
2013,EDR 5 - North Central,totwage,486953642,2,2013.2,Northwest
2012,EDR 5 - North Central,totwage,466452675,2,2012.2,Northwest
2021,EDR 6E- Southwest Central,totwage,589157040,2,2021.2,Central
2020,EDR 6E- Southwest Central,totwage,553427099,2,2020.2,Central
2019,EDR 6E- Southwest Central,totwage,561818300,2,2019.2,Central
2018,EDR 6E- Southwest Central,totwage,563071294,2,2018.2,Central
2017,EDR 6E- Southwest Central,totwage,540482848,2,2017.2,Central
2016,EDR 6E- Southwest Central,totwage,505269455,2,2016.2,Central
2015,EDR 6E- Southwest Central,totwage,492977278,2,2015.2,Central
2014,EDR 6E- Southwest Central,totwage,466669811,2,2014.2,Central
2013,EDR 6E- Southwest Central,totwage,447026530,2,2013.2,Central
2012,EDR 6E- Southwest Central,totwage,437006852,2,2012.2,Central
2021,EDR 6W- Upper Minnesota Valley,totwage,179956395,2,2021.2,Southwest
2020,EDR 6W- Upper Minnesota Valley,totwage,161935436,2,2020.2,Southwest
2019,EDR 6W- Upper Minnesota Valley,totwage,168981109,2,2019.2,Southwest
2018,EDR 6W- Upper Minnesota Valley,totwage,168658004,2,2018.2,Southwest
2017,EDR 6W- Upper Minnesota Valley,totwage,162760487,2,2017.2,Southwest
2016,EDR 6W- Upper Minnesota Valley,totwage,156891070,2,2016.2,Southwest
2015,EDR 6W- Upper Minnesota Valley,totwage,149746737,2,2015.2,Southwest
2014,EDR 6W- Upper Minnesota Valley,totwage,147297776,2,2014.2,Southwest
2013,EDR 6W- Upper Minnesota Valley,totwage,143017344,2,2013.2,Southwest
2012,EDR 6W- Upper Minnesota Valley,totwage,144798758,2,2012.2,Southwest
2021,EDR 7E- East Central,totwage,522675524,2,2021.2,Central
2020,EDR 7E- East Central,totwage,469202294,2,2020.2,Central
2019,EDR 7E- East Central,totwage,490254518,2,2019.2,Central
2018,EDR 7E- East Central,totwage,475521728,2,2018.2,Central
2017,EDR 7E- East Central,totwage,456821438,2,2017.2,Central
2016,EDR 7E- East Central,totwage,437968490,2,2016.2,Central
2015,EDR 7E- East Central,totwage,419998718,2,2015.2,Central
2014,EDR 7E- East Central,totwage,391393256,2,2014.2,Central
2013,EDR 7E- East Central,totwage,381859850,2,2013.2,Central
2012,EDR 7E- East Central,totwage,374466307,2,2012.2,Central
2021,EDR 7W- Central,totwage,2187887785,2,2021.2,Central
2020,EDR 7W- Central,totwage,1956785851,2,2020.2,Central
2019,EDR 7W- Central,totwage,2010804898,2,2019.2,Central
2018,EDR 7W- Central,totwage,1923744949,2,2018.2,Central
2017,EDR 7W- Central,totwage,1846470145,2,2017.2,Central
2016,EDR 7W- Central,totwage,1773801495,2,2016.2,Central
2015,EDR 7W- Central,totwage,1703010225,2,2015.2,Central
