periodyear,edr,key,value,quarter,year.quarter,planning.region
2014,EDR 7W- Central,totwage,1602749728,2,2014.2,Central
2013,EDR 7W- Central,totwage,1524330910,2,2013.2,Central
2012,EDR 7W- Central,totwage,1458354748,2,2012.2,Central
2021,EDR 8 - Southwest,totwage,593438262,2,2021.2,Southwest
2020,EDR 8 - Southwest,totwage,556460854,2,2020.2,Southwest
2019,EDR 8 - Southwest,totwage,549336426,2,2019.2,Southwest
2018,EDR 8 - Southwest,totwage,531521385,2,2018.2,Southwest
2017,EDR 8 - Southwest,totwage,519136559,2,2017.2,Southwest
2016,EDR 8 - Southwest,totwage,502948256,2,2016.2,Southwest
2015,EDR 8 - Southwest,totwage,495258521,2,2015.2,Southwest
2014,EDR 8 - Southwest,totwage,478723769,2,2014.2,Southwest
2013,EDR 8 - Southwest,totwage,462288530,2,2013.2,Southwest
2012,EDR 8 - Southwest,totwage,444286804,2,2012.2,Southwest
2021,EDR 9 - South Central,totwage,1191714052,2,2021.2,Southwest
2020,EDR 9 - South Central,totwage,1102563085,2,2020.2,Southwest
2019,EDR 9 - South Central,totwage,1134178350,2,2019.2,Southwest
2018,EDR 9 - South Central,totwage,1094238726,2,2018.2,Southwest
2017,EDR 9 - South Central,totwage,1071334863,2,2017.2,Southwest
2016,EDR 9 - South Central,totwage,1027270616,2,2016.2,Southwest
2015,EDR 9 - South Central,totwage,994311937,2,2015.2,Southwest
2014,EDR 9 - South Central,totwage,943498137,2,2014.2,Southwest
2013,EDR 9 - South Central,totwage,903563972,2,2013.2,Southwest
2012,EDR 9 - South Central,totwage,884618366,2,2012.2,Southwest
2021,EDR 10 - Southeast,totwage,3479087003,2,2021.2,Southeast
2020,EDR 10 - Southeast,totwage,3137544762,2,2020.2,Southeast
2019,EDR 10 - Southeast,totwage,3150319422,2,2019.2,Southeast
2018,EDR 10 - Southeast,totwage,3037839573,2,2018.2,Southeast
2017,EDR 10 - Southeast,totwage,2888480762,2,2017.2,Southeast
2016,EDR 10 - Southeast,totwage,2753825615,2,2016.2,Southeast
2015,EDR 10 - Southeast,totwage,2644818093,2,2015.2,Southeast
2014,EDR 10 - Southeast,totwage,2643400810,2,2014.2,Southeast
2013,EDR 10 - Southeast,totwage,2601265181,2,2013.2,Southeast
2012,EDR 10 - Southeast,totwage,2506615093,2,2012.2,Southeast
2021,EDR 11 - 7 County Twin Cities,totwage,30045777645,2,2021.2,Seven County Mpls-St Paul
2020,EDR 11 - 7 County Twin Cities,totwage,26861995968,2,2020.2,Seven County Mpls-St Paul
2019,EDR 11 - 7 County Twin Cities,totwage,28376645829,2,2019.2,Seven County Mpls-St Paul
2018,EDR 11 - 7 County Twin Cities,totwage,27452235776,2,2018.2,Seven County Mpls-St Paul
2017,EDR 11 - 7 County Twin Cities,totwage,26342624409,2,2017.2,Seven County Mpls-St Paul
2016,EDR 11 - 7 County Twin Cities,totwage,24810481854,2,2016.2,Seven County Mpls-St Paul
2015,EDR 11 - 7 County Twin Cities,totwage,24077389854,2,2015.2,Seven County Mpls-St Paul
2014,EDR 11 - 7 County Twin Cities,totwage,22773861930,2,2014.2,Seven County Mpls-St Paul
2013,EDR 11 - 7 County Twin Cities,totwage,22040609509,2,2013.2,Seven County Mpls-St Paul
2012,EDR 11 - 7 County Twin Cities,totwage,21264635907,2,2012.2,Seven County Mpls-St Paul
2021,EDR 1 - Northwest,totwage,435396754,3,2021.3,Northwest
2020,EDR 1 - Northwest,totwage,403023023,3,2020.3,Northwest
2019,EDR 1 - Northwest,totwage,396854657,3,2019.3,Northwest
2018,EDR 1 - Northwest,totwage,388809337,3,2018.3,Northwest
2017,EDR 1 - Northwest,totwage,369997557,3,2017.3,Northwest
2016,EDR 1 - Northwest,totwage,369199879,3,2016.3,Northwest
2015,EDR 1 - Northwest,totwage,353485669,3,2015.3,Northwest
2014,EDR 1 - Northwest,totwage,359295644,3,2014.3,Northwest
2013,EDR 1 - Northwest,totwage,352333298,3,2013.3,Northwest
2012,EDR 1 - Northwest,totwage,327720888,3,2012.3,Northwest
2021,EDR 2 - Headwaters,totwage,401244861,3,2021.3,Northwest
2020,EDR 2 - Headwaters,totwage,353993178,3,2020.3,Northwest
2019,EDR 2 - Headwaters,totwage,348422895,3,2019.3,Northwest
2018,EDR 2 - Headwaters,totwage,338925295,3,2018.3,Northwest
2017,EDR 2 - Headwaters,totwage,320522336,3,2017.3,Northwest
2016,EDR 2 - Headwaters,totwage,321687110,3,2016.3,Northwest
2015,EDR 2 - Headwaters,totwage,295522290,3,2015.3,Northwest
2014,EDR 2 - Headwaters,totwage,274810871,3,2014.3,Northwest
2013,EDR 2 - Headwaters,totwage,263464461,3,2013.3,Northwest
2012,EDR 2 - Headwaters,totwage,252599203,3,2012.3,Northwest
2021,EDR 3 - Arrowhead,totwage,1789151425,3,2021.3,Northeast
2020,EDR 3 - Arrowhead,totwage,1585203792,3,2020.3,Northeast
2019,EDR 3 - Arrowhead,totwage,1675968793,3,2019.3,Northeast
2018,EDR 3 - Arrowhead,totwage,1622546947,3,2018.3,Northeast
2017,EDR 3 - Arrowhead,totwage,1551754642,3,2017.3,Northeast
2016,EDR 3 - Arrowhead,totwage,1580536506,3,2016.3,Northeast
2015,EDR 3 - Arrowhead,totwage,1522476591,3,2015.3,Northeast
2014,EDR 3 - Arrowhead,totwage,1485781882,3,2014.3,Northeast
2013,EDR 3 - Arrowhead,totwage,1416704589,3,2013.3,Northeast
2012,EDR 3 - Arrowhead,totwage,1364273328,3,2012.3,Northeast
2021,EDR 4 - West Central,totwage,1054932091,3,2021.3,Northwest
2020,EDR 4 - West Central,totwage,966928668,3,2020.3,Northwest
2019,EDR 4 - West Central,totwage,958005232,3,2019.3,Northwest
2018,EDR 4 - West Central,totwage,928062827,3,2018.3,Northwest
2017,EDR 4 - West Central,totwage,892095686,3,2017.3,Northwest
2016,EDR 4 - West Central,totwage,890756371,3,2016.3,Northwest
2015,EDR 4 - West Central,totwage,838654887,3,2015.3,Northwest
2014,EDR 4 - West Central,totwage,811728556,3,2014.3,Northwest
2013,EDR 4 - West Central,totwage,766329171,3,2013.3,Northwest
2012,EDR 4 - West Central,totwage,729345985,3,2012.3,Northwest
2021,EDR 5 - North Central,totwage,805373582,3,2021.3,Northwest
2020,EDR 5 - North Central,totwage,637717375,3,2020.3,Northwest
2019,EDR 5 - North Central,totwage,638085889,3,2019.3,Northwest
2018,EDR 5 - North Central,totwage,619318465,3,2018.3,Northwest
2017,EDR 5 - North Central,totwage,589674490,3,2017.3,Northwest
2016,EDR 5 - North Central,totwage,589732502,3,2016.3,Northwest
2015,EDR 5 - North Central,totwage,540088208,3,2015.3,Northwest
2014,EDR 5 - North Central,totwage,517877608,3,2014.3,Northwest
2013,EDR 5 - North Central,totwage,494284161,3,2013.3,Northwest
2012,EDR 5 - North Central,totwage,473505346,3,2012.3,Northwest
2021,EDR 6E- Southwest Central,totwage,601928705,3,2021.3,Central
2020,EDR 6E- Southwest Central,totwage,574075332,3,2020.3,Central
2019,EDR 6E- Southwest Central,totwage,563733734,3,2019.3,Central
2018,EDR 6E- Southwest Central,totwage,558174119,3,2018.3,Central
2017,EDR 6E- Southwest Central,totwage,534351616,3,2017.3,Central
2016,EDR 6E- Southwest Central,totwage,531352357,3,2016.3,Central
2015,EDR 6E- Southwest Central,totwage,507635302,3,2015.3,Central
2014,EDR 6E- Southwest Central,totwage,488659295,3,2014.3,Central
2013,EDR 6E- Southwest Central,totwage,467228997,3,2013.3,Central
2012,EDR 6E- Southwest Central,totwage,447704838,3,2012.3,Central
2021,EDR 6W- Upper Minnesota Valley,totwage,176919068,3,2021.3,Southwest
2020,EDR 6W- Upper Minnesota Valley,totwage,160458864,3,2020.3,Southwest
2019,EDR 6W- Upper Minnesota Valley,totwage,163325493,3,2019.3,Southwest
2018,EDR 6W- Upper Minnesota Valley,totwage,168630161,3,2018.3,Southwest
2017,EDR 6W- Upper Minnesota Valley,totwage,156975017,3,2017.3,Southwest
2016,EDR 6W- Upper Minnesota Valley,totwage,158073806,3,2016.3,Southwest
2015,EDR 6W- Upper Minnesota Valley,totwage,147695669,3,2015.3,Southwest
2014,EDR 6W- Upper Minnesota Valley,totwage,145631902,3,2014.3,Southwest
2013,EDR 6W- Upper Minnesota Valley,totwage,141355992,3,2013.3,Southwest
2012,EDR 6W- Upper Minnesota Valley,totwage,141829814,3,2012.3,Southwest
2021,EDR 7E- East Central,totwage,550469232,3,2021.3,Central
2020,EDR 7E- East Central,totwage,502039369,3,2020.3,Central
2019,EDR 7E- East Central,totwage,501476378,3,2019.3,Central
2018,EDR 7E- East Central,totwage,481417942,3,2018.3,Central
2017,EDR 7E- East Central,totwage,468331409,3,2017.3,Central
2016,EDR 7E- East Central,totwage,468117202,3,2016.3,Central
2015,EDR 7E- East Central,totwage,427506372,3,2015.3,Central
2014,EDR 7E- East Central,totwage,400447507,3,2014.3,Central
2013,EDR 7E- East Central,totwage,389419500,3,2013.3,Central
2012,EDR 7E- East Central,totwage,376614094,3,2012.3,Central
2021,EDR 7W- Central,totwage,2297134863,3,2021.3,Central
2020,EDR 7W- Central,totwage,2099579249,3,2020.3,Central
2019,EDR 7W- Central,totwage,2094777952,3,2019.3,Central
2018,EDR 7W- Central,totwage,2007010694,3,2018.3,Central
2017,EDR 7W- Central,totwage,1906380386,3,2017.3,Central
2016,EDR 7W- Central,totwage,1893252872,3,2016.3,Central
2015,EDR 7W- Central,totwage,1733022909,3,2015.3,Central
2014,EDR 7W- Central,totwage,1642851975,3,2014.3,Central
2013,EDR 7W- Central,totwage,1536070585,3,2013.3,Central
2012,EDR 7W- Central,totwage,1478227192,3,2012.3,Central
2021,EDR 8 - Southwest,totwage,595696882,3,2021.3,Southwest
2020,EDR 8 - Southwest,totwage,566918507,3,2020.3,Southwest
2019,EDR 8 - Southwest,totwage,549250468,3,2019.3,Southwest
2018,EDR 8 - Southwest,totwage,534353876,3,2018.3,Southwest
2017,EDR 8 - Southwest,totwage,517183367,3,2017.3,Southwest
2016,EDR 8 - Southwest,totwage,520295830,3,2016.3,Southwest
2015,EDR 8 - Southwest,totwage,496692504,3,2015.3,Southwest
2014,EDR 8 - Southwest,totwage,471143446,3,2014.3,Southwest
2013,EDR 8 - Southwest,totwage,457657718,3,2013.3,Southwest
2012,EDR 8 - Southwest,totwage,433614791,3,2012.3,Southwest
2021,EDR 9 - South Central,totwage,1244884839,3,2021.3,Southwest
2020,EDR 9 - South Central,totwage,1159766725,3,2020.3,Southwest
2019,EDR 9 - South Central,totwage,1191383353,3,2019.3,Southwest
2018,EDR 9 - South Central,totwage,1145569694,3,2018.3,Southwest
2017,EDR 9 - South Central,totwage,1105169242,3,2017.3,Southwest
2016,EDR 9 - South Central,totwage,1107816629,3,2016.3,Southwest
2015,EDR 9 - South Central,totwage,1011852674,3,2015.3,Southwest
2014,EDR 9 - South Central,totwage,1026903963,3,2014.3,Southwest
2013,EDR 9 - South Central,totwage,948865649,3,2013.3,Southwest
2012,EDR 9 - South Central,totwage,916379542,3,2012.3,Southwest
2021,EDR 10 - Southeast,totwage,3403441408,3,2021.3,Southeast
2020,EDR 10 - Southeast,totwage,3131043626,3,2020.3,Southeast
2019,EDR 10 - Southeast,totwage,3317673087,3,2019.3,Southeast
2018,EDR 10 - Southeast,totwage,3206355667,3,2018.3,Southeast
2017,EDR 10 - Southeast,totwage,3059555712,3,2017.3,Southeast
2016,EDR 10 - Southeast,totwage,2978899003,3,2016.3,Southeast
2015,EDR 10 - Southeast,totwage,2831819088,3,2015.3,Southeast
2014,EDR 10 - Southeast,totwage,2679335111,3,2014.3,Southeast
2013,EDR 10 - Southeast,totwage,2482115253,3,2013.3,Southeast
2012,EDR 10 - Southeast,totwage,2402019260,3,2012.3,Southeast
2021,EDR 11 - 7 County Twin Cities,totwage,30075114654,3,2021.3,Seven County Mpls-St Paul
2020,EDR 11 - 7 County Twin Cities,totwage,27498970938,3,2020.3,Seven County Mpls-St Paul
2019,EDR 11 - 7 County Twin Cities,totwage,28192799693,3,2019.3,Seven County Mpls-St Paul
2018,EDR 11 - 7 County Twin Cities,totwage,27216139320,3,2018.3,Seven County Mpls-St Paul
2017,EDR 11 - 7 County Twin Cities,totwage,25748573354,3,2017.3,Seven County Mpls-St Paul
2016,EDR 11 - 7 County Twin Cities,totwage,26010225976,3,2016.3,Seven County Mpls-St Paul
2015,EDR 11 - 7 County Twin Cities,totwage,24018314405,3,2015.3,Seven County Mpls-St Paul
2014,EDR 11 - 7 County Twin Cities,totwage,23014316498,3,2014.3,Seven County Mpls-St Paul
2013,EDR 11 - 7 County Twin Cities,totwage,22269124696,3,2013.3,Seven County Mpls-St Paul
2012,EDR 11 - 7 County Twin Cities,totwage,21309229573,3,2012.3,Seven County Mpls-St Paul
2020,EDR 1 - Northwest,totwage,457623294,4,2020.4,Northwest
2019,EDR 1 - Northwest,totwage,421026589,4,2019.4,Northwest
2018,EDR 1 - Northwest,totwage,422530838,4,2018.4,Northwest
2017,EDR 1 - Northwest,totwage,408554236,4,2017.4,Northwest
2016,EDR 1 - Northwest,totwage,388951843,4,2016.4,Northwest
2015,EDR 1 - Northwest,totwage,400331521,4,2015.4,Northwest
2014,EDR 1 - Northwest,totwage,405495853,4,2014.4,Northwest
2013,EDR 1 - Northwest,totwage,385223190,4,2013.4,Northwest
2012,EDR 1 - Northwest,totwage,362808452,4,2012.4,Northwest
2020,EDR 2 - Headwaters,totwage,379758126,4,2020.4,Northwest
2019,EDR 2 - Headwaters,totwage,355235670,4,2019.4,Northwest
2018,EDR 2 - Headwaters,totwage,346974320,4,2018.4,Northwest
2017,EDR 2 - Headwaters,totwage,325693294,4,2017.4,Northwest
2016,EDR 2 - Headwaters,totwage,311053725,4,2016.4,Northwest
2015,EDR 2 - Headwaters,totwage,311898408,4,2015.4,Northwest
2014,EDR 2 - Headwaters,totwage,287081950,4,2014.4,Northwest
2013,EDR 2 - Headwaters,totwage,264409939,4,2013.4,Northwest
2012,EDR 2 - Headwaters,totwage,256481770,4,2012.4,Northwest
2020,EDR 3 - Arrowhead,totwage,1773271101,4,2020.4,Northeast
2019,EDR 3 - Arrowhead,totwage,1754861734,4,2019.4,Northeast
2018,EDR 3 - Arrowhead,totwage,1710308994,4,2018.4,Northeast
2017,EDR 3 - Arrowhead,totwage,1614775494,4,2017.4,Northeast
2016,EDR 3 - Arrowhead,totwage,1558374086,4,2016.4,Northeast
2015,EDR 3 - Arrowhead,totwage,1561572991,4,2015.4,Northeast
2014,EDR 3 - Arrowhead,totwage,1488254036,4,2014.4,Northeast
2013,EDR 3 - Arrowhead,totwage,1424254012,4,2013.4,Northeast
2012,EDR 3 - Arrowhead,totwage,1368996995,4,2012.4,Northeast
2020,EDR 4 - West Central,totwage,1095014774,4,2020.4,Northwest
2019,EDR 4 - West Central,totwage,1031323470,4,2019.4,Northwest
2018,EDR 4 - West Central,totwage,996645701,4,2018.4,Northwest
2017,EDR 4 - West Central,totwage,962375481,4,2017.4,Northwest
2016,EDR 4 - West Central,totwage,913232244,4,2016.4,Northwest
2015,EDR 4 - West Central,totwage,909999638,4,2015.4,Northwest
2014,EDR 4 - West Central,totwage,857411988,4,2014.4,Northwest
2013,EDR 4 - West Central,totwage,808517682,4,2013.4,Northwest
2012,EDR 4 - West Central,totwage,783376108,4,2012.4,Northwest
2020,EDR 5 - North Central,totwage,711343961,4,2020.4,Northwest
2019,EDR 5 - North Central,totwage,652693980,4,2019.4,Northwest
2018,EDR 5 - North Central,totwage,635868942,4,2018.4,Northwest
2017,EDR 5 - North Central,totwage,604337568,4,2017.4,Northwest
2016,EDR 5 - North Central,totwage,578642643,4,2016.4,Northwest
2015,EDR 5 - North Central,totwage,574977223,4,2015.4,Northwest
2014,EDR 5 - North Central,totwage,529746489,4,2014.4,Northwest
2013,EDR 5 - North Central,totwage,502040506,4,2013.4,Northwest
2012,EDR 5 - North Central,totwage,492079546,4,2012.4,Northwest
2020,EDR 6E- Southwest Central,totwage,644811867,4,2020.4,Central
2019,EDR 6E- Southwest Central,totwage,615925533,4,2019.4,Central
2018,EDR 6E- Southwest Central,totwage,609295680,4,2018.4,Central
2017,EDR 6E- Southwest Central,totwage,596906845,4,2017.4,Central
2016,EDR 6E- Southwest Central,totwage,564216019,4,2016.4,Central
2015,EDR 6E- Southwest Central,totwage,559098094,4,2015.4,Central
2014,EDR 6E- Southwest Central,totwage,532570371,4,2014.4,Central
2013,EDR 6E- Southwest Central,totwage,507529501,4,2013.4,Central
2012,EDR 6E- Southwest Central,totwage,489904479,4,2012.4,Central
2020,EDR 6W- Upper Minnesota Valley,totwage,189420533,4,2020.4,Southwest
2019,EDR 6W- Upper Minnesota Valley,totwage,179141993,4,2019.4,Southwest
2018,EDR 6W- Upper Minnesota Valley,totwage,185720065,4,2018.4,Southwest
2017,EDR 6W- Upper Minnesota Valley,totwage,179423768,4,2017.4,Southwest
2016,EDR 6W- Upper Minnesota Valley,totwage,172090017,4,2016.4,Southwest
2015,EDR 6W- Upper Minnesota Valley,totwage,170451742,4,2015.4,Southwest
2014,EDR 6W- Upper Minnesota Valley,totwage,160792073,4,2014.4,Southwest
2013,EDR 6W- Upper Minnesota Valley,totwage,158066755,4,2013.4,Southwest
2012,EDR 6W- Upper Minnesota Valley,totwage,159362436,4,2012.4,Southwest
2020,EDR 7E- East Central,totwage,546336323,4,2020.4,Central
2019,EDR 7E- East Central,totwage,513716895,4,2019.4,Central
2018,EDR 7E- East Central,totwage,494079342,4,2018.4,Central
2017,EDR 7E- East Central,totwage,475359480,4,2017.4,Central
2016,EDR 7E- East Central,totwage,456491523,4,2016.4,Central
2015,EDR 7E- East Central,totwage,463693243,4,2015.4,Central
2014,EDR 7E- East Central,totwage,411898402,4,2014.4,Central
2013,EDR 7E- East Central,totwage,401150890,4,2013.4,Central
2012,EDR 7E- East Central,totwage,386697341,4,2012.4,Central
2020,EDR 7W- Central,totwage,2304282598,4,2020.4,Central
2019,EDR 7W- Central,totwage,2148154316,4,2019.4,Central
2018,EDR 7W- Central,totwage,2063638435,4,2018.4,Central
2017,EDR 7W- Central,totwage,1984323383,4,2017.4,Central
2016,EDR 7W- Central,totwage,1894917122,4,2016.4,Central
2015,EDR 7W- Central,totwage,1892812264,4,2015.4,Central
2014,EDR 7W- Central,totwage,1750545498,4,2014.4,Central
2013,EDR 7W- Central,totwage,1670677330,4,2013.4,Central
2012,EDR 7W- Central,totwage,1620767084,4,2012.4,Central
2020,EDR 8 - Southwest,totwage,645588400,4,2020.4,Southwest
2019,EDR 8 - Southwest,totwage,585768419,4,2019.4,Southwest
2018,EDR 8 - Southwest,totwage,567842687,4,2018.4,Southwest
2017,EDR 8 - Southwest,totwage,553774124,4,2017.4,Southwest
2016,EDR 8 - Southwest,totwage,535843117,4,2016.4,Southwest
2015,EDR 8 - Southwest,totwage,545835536,4,2015.4,Southwest
2014,EDR 8 - Southwest,totwage,510030781,4,2014.4,Southwest
2013,EDR 8 - Southwest,totwage,497367994,4,2013.4,Southwest
2012,EDR 8 - Southwest,totwage,471819799,4,2012.4,Southwest
2020,EDR 9 - South Central,totwage,1320606855,4,2020.4,Southwest
2019,EDR 9 - South Central,totwage,1249869890,4,2019.4,Southwest
2018,EDR 9 - South Central,totwage,1209043051,4,2018.4,Southwest
2017,EDR 9 - South Central,totwage,1164209551,4,2017.4,Southwest
2016,EDR 9 - South Central,totwage,1103114986,4,2016.4,Southwest
2015,EDR 9 - South Central,totwage,1102348861,4,2015.4,Southwest
2014,EDR 9 - South Central,totwage,1058003227,4,2014.4,Southwest
2013,EDR 9 - South Central,totwage,1039724350,4,2013.4,Southwest
2012,EDR 9 - South Central,totwage,959437987,4,2012.4,Southwest
2020,EDR 10 - Southeast,totwage,3694114403,4,2020.4,Southeast
2019,EDR 10 - Southeast,totwage,3499486270,4,2019.4,Southeast
2018,EDR 10 - Southeast,totwage,3352954226,4,2018.4,Southeast
2017,EDR 10 - Southeast,totwage,3081100316,4,2017.4,Southeast
2016,EDR 10 - Southeast,totwage,2974784570,4,2016.4,Southeast
2015,EDR 10 - Southeast,totwage,2945320611,4,2015.4,Southeast
2014,EDR 10 - Southeast,totwage,2717904133,4,2014.4,Southeast
2013,EDR 10 - Southeast,totwage,2746511854,4,2013.4,Southeast
2012,EDR 10 - Southeast,totwage,2689033649,4,2012.4,Southeast
2020,EDR 11 - 7 County Twin Cities,totwage,31525553226,4,2020.4,Seven County Mpls-St Paul
2019,EDR 11 - 7 County Twin Cities,totwage,30352777931,4,2019.4,Seven County Mpls-St Paul
2018,EDR 11 - 7 County Twin Cities,totwage,29237297477,4,2018.4,Seven County Mpls-St Paul
2017,EDR 11 - 7 County Twin Cities,totwage,28063610479,4,2017.4,Seven County Mpls-St Paul
2016,EDR 11 - 7 County Twin Cities,totwage,26664360910,4,2016.4,Seven County Mpls-St Paul
2015,EDR 11 - 7 County Twin Cities,totwage,26547479726,4,2015.4,Seven County Mpls-St Paul
2014,EDR 11 - 7 County Twin Cities,totwage,24930739112,4,2014.4,Seven County Mpls-St Paul
2013,EDR 11 - 7 County Twin Cities,totwage,23570203657,4,2013.4,Seven County Mpls-St Paul
2012,EDR 11 - 7 County Twin Cities,totwage,23357339798,4,2012.4,Seven County Mpls-St Paul
